timestamp,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj2-rd-rttax-prod-01"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj2-rd-rttax-prod-01""}","node_load5{hostname=~""bj2-rd-rttax-prod-01""}","node_load15{hostname=~""bj2-rd-rttax-prod-01""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj2-rd-rttax-prod-01""}/node_memory_MemTotal_bytes{hostname=~""bj2-rd-rttax-prod-01""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj2-rd-rttax-prod-01""}","node_sockstat_TCP_tw{hostname=~""bj2-rd-rttax-prod-01""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj2-rd-rttax-prod-01""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj2-rd-rttax-prod-01""}","node_sockstat_TCP_inuse{hostname=~""bj2-rd-rttax-prod-01""}","probe_duration_seconds{hostname=~""bj2-rd-rttax-prod-01""}","irate(node_network_receive_bytes_total{hostname=~""bj2-rd-rttax-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj2-rd-rttax-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","1-avg(irate(node_cpu_seconds_total{hostname=~""bj1-rd-rttax-prod-04"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj1-rd-rttax-prod-04""}","node_load5{hostname=~""bj1-rd-rttax-prod-04""}","node_load15{hostname=~""bj1-rd-rttax-prod-04""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj1-rd-rttax-prod-04""}/node_memory_MemTotal_bytes{hostname=~""bj1-rd-rttax-prod-04""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj1-rd-rttax-prod-04""}","node_sockstat_TCP_tw{hostname=~""bj1-rd-rttax-prod-04""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj1-rd-rttax-prod-04""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj1-rd-rttax-prod-04""}","node_sockstat_TCP_inuse{hostname=~""bj1-rd-rttax-prod-04""}","probe_duration_seconds{hostname=~""bj1-rd-rttax-prod-04""}","irate(node_network_receive_bytes_total{hostname=~""bj1-rd-rttax-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj1-rd-rttax-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
1710242792,0.0389999999975163,0.21,0.19,0.16,24.456251916716365,0.1072593569477373,0.140790635412299,0.0,0.9333333333333332,0.0,0.0007333333337252,0.0,11741.866666666669,401,743,7.666666666666667,24.33333333333333,429,249,0.001131339,3172989.8666666667,1611720.5333333334,0.026499999811252,0.11,0.1,0.12,20.89382120878688,0.4839439108009732,0.2833082316551261,0.0,1.4,0.0,0.003466666668343,0.0,157832.53333333333,265,216,3.8,7.266666666666667,286,166,0.000714277,2624353.066666667,1315275.2
1710242912,0.0354999999826153,0.05,0.14,0.14,24.416743834791287,0.1072612037265274,0.1408036527244714,0.0,1.2,0.0,0.0015333333334031,0.0,66901.33333333333,401,738,7.533333333333333,24.4,429,249,0.001179229,2847666.6666666665,1445777.6,0.0258333332836628,0.04,0.08,0.12,20.803067543802257,0.4839449799886938,0.2833211791901634,0.0,1.1333333333333333,0.0,0.0027999999971749,0.0,144452.26666666666,267,212,3.8,7.266666666666667,288,168,0.000742979,2372306.6666666665,1204225.6
1710243032,0.0343333333420257,0.57,0.3,0.2,24.328986944851515,0.1072633421019686,0.1408165227293589,0.0,1.8666666666666667,0.0,0.0019333333329996,0.0,141994.66666666666,407,741,7.466666666666667,25.133333333333333,435,255,0.001162608,2501723.2,1320568.5333333334,0.0266666665673255,0.06,0.09,0.12,20.90091368012854,0.4839462435741818,0.2833341654902759,0.0,0.8,0.0,0.001333333334575,0.0,9830.4,275,214,3.8666666666666663,7.933333333333334,296,174,0.000715755,2492001.6,1283225.6
1710243152,0.0361666666964689,0.26,0.26,0.2,24.51738705233747,0.1072649944829913,0.1408299354452959,0.0,0.8,0.0,0.0004666666665192,0.0,10376.533333333333,400,726,7.8,24.466666666666665,428,249,0.001126525,2867565.8666666667,1470325.8666666667,0.0278333336114882,0.01,0.06,0.11,20.913849948279907,0.483948673546274,0.2833475161820928,0.0,1.0,0.0,0.0033333333325572,0.0,10649.6,267,213,4.0,7.333333333333333,288,168,0.000721128,2493150.4,1282494.933333333
1710243272,0.0331666666393478,0.2,0.22,0.19,24.41294786231808,0.1072668412617814,0.1408429294984233,0.0,0.8,0.0,0.0006666666668024,0.0,10376.533333333333,400,728,8.466666666666667,24.4,428,248,0.001163198,2406323.2,1292638.4,0.0299999997019768,0.19,0.12,0.13,20.87549066665735,0.4839498399328783,0.2833607040605951,0.0,0.8,0.0,0.0033333333325572,0.0,9830.4,264,217,4.133333333333334,7.266666666666667,285,166,0.00078739,2645369.066666667,1336646.933333333
1710243392,0.0358333333705862,0.09,0.17,0.18,24.40685432755846,0.1072712152115475,0.1408561871540604,0.0,1.2666666666666666,0.0,0.0006666666668024,0.0,13926.4,400,644,7.466666666666667,24.466666666666665,428,249,0.001241573,2701229.333333333,1423760.5333333334,0.0283333331346512,0.09,0.1,0.12,20.86460222473844,0.4839508119217153,0.2833736283365875,0.0,1.3333333333333333,0.0,0.0032666666666045,0.0,127795.2,267,213,3.8666666666666663,7.266666666666667,288,169,0.00068888,2731530.6666666665,1373785.6
1710243512,0.0328333333755533,0.19,0.22,0.2,24.32738864065227,0.1072731591892213,0.1408690649119629,0.0,0.8666666666666667,0.0,0.0007333333332402,0.0,11468.8,400,717,7.6,24.466666666666665,428,251,0.00119375,2275179.7333333334,1216806.933333333,0.0258333335320155,0.03,0.08,0.12,20.90336108221124,0.4839521727060869,0.2833863742932351,0.0,1.0,0.0,0.0019333333359099,0.0,78370.13333333333,267,202,3.8666666666666663,7.333333333333333,288,169,0.000822127,2346209.6,1242150.4
1710243632,0.0329999999453625,0.05,0.17,0.18,24.462545239500887,0.1072742283769419,0.1408813844527859,0.0,1.6666666666666667,0.0,0.0005333333334419,0.0,14745.6,400,786,7.6,24.73333333333333,428,250,0.001195085,2534646.4,1361427.2,0.0275000003476937,0.05,0.09,0.12,20.89212301142337,0.48395304749604,0.283398910918478,0.0,1.0,0.0,0.0017333333341715,0.0,68266.66666666667,267,213,3.933333333333333,7.4,288,169,0.000736212,2544203.2,1310528.0
1710243752,0.0343333333109815,0.01,0.11,0.16,24.38163108941413,0.1072758807579646,0.1408945645782732,0.0,1.2,0.0,0.0023333333335661,0.0,151825.06666666668,401,797,7.8,24.2,429,250,0.001164062,2794362.1333333333,1432788.2666666666,0.0285000001390774,0.45,0.18,0.15,20.8806851527104,0.4839554774681324,0.2834121375620551,0.0,1.6,0.0,0.0032666666666045,0.0,138717.86666666667,268,205,4.133333333333334,7.266666666666667,289,170,0.000697285,2701366.4,1390350.933333333
1710243872,0.035333333319674,0.01,0.09,0.14,24.347017814099235,0.107277630337871,0.14090805482436,0.0,1.2,0.0,0.0016666666667636,0.0,84104.53333333334,403,705,7.866666666666666,24.4,431,250,0.001161547,2666492.2666666666,1416596.8,0.0268333333233992,0.06,0.12,0.13,20.872493847780586,0.4839567410536203,0.2834254107237223,0.0,1.3333333333333333,0.0,0.0030666666648661,0.0,122606.93333333332,266,209,3.8666666666666663,7.266666666666667,287,168,0.000711429,2495372.8,1292984.5333333334
